Country,Subnational region,Module,Indicator,Configuration,2015
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Male,0.01527
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Male,0.01567
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Male,0.01616
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Male,0.01674
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Male,0.01738
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Male,0.0181
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Male,0.01891
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Male,0.01979
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Male,0.02085
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Male,0.02217
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Male,0.02364
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Male,0.02526
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Male,0.02702
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Male,0.02894
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Male,0.03108
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Male,0.03349
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Male,0.03625
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Male,0.03939
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Male,0.04316
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Male,0.04746
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Male,0.05201
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Male,0.05689
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Male,0.06213
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Male,0.06789
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Male,0.07425
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Male,0.08146
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Male,0.08958
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Male,0.09875
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Male,0.10899
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Male,0.12029
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Male,0.1324
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Male,0.14538
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Male,0.15928
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Male,0.17422
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Male,0.1906
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Male,0.20872
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Male,0.22871
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Male,0.25063
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Male,0.27458
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Male,0.301
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Male,0.33034
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Male,0.36299
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Male,0.39925
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male,0.43936
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male,0.48358
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male,0.53204
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male,0.5849
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male,0.64231
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male,0.70477
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male,0.77372
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male,0.85082
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Male,0.93721
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Male,1.03358
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Male,3.21552
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Female,0.18272
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Female,0.03277
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Female,0.01023
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Female,0.0073
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Female,0.00547
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Female,0.00425
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Female,0.00345
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Female,0.00301
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Female,0.00275
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Female,0.00261
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Female,0.00249
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Female,0.0024
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Female,0.00236
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Female,0.00244
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Female,0.0027
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Female,0.0031
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Female,0.00361
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Female,0.00412
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Female,0.00458
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Female,0.00502
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Female,0.00542
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Female,0.00585
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Female,0.00626
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Female,0.00663
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Female,0.00696
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Female,0.0073
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Female,0.00768
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Female,0.00805
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Female,0.00842
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Female,0.00875
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Female,0.00911
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Female,0.00948
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Female,0.00991
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Female,0.01038
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Female,0.01094
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Female,0.01159
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Female,0.01235
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Female,0.01316
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Female,0.01406
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Female,0.01502
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Female,0.01607
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Female,0.01721
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Female,0.01855
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Female,0.02008
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Female,0.02185
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Female,0.02392
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Female,0.0262
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Female,0.02863
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Female,0.0312
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Female,0.03393
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Female,0.03686
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Female,0.0401
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Female,0.0437
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Female,0.04769
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Female,0.05205
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Female,0.05687
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Female,0.06224
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Female,0.06817
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Female,0.07477
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Female,0.082
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Female,0.08995
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Female,0.09889
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Female,0.10915
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Female,0.12096
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Female,0.13448
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Female,0.14977
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Female,0.16699
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Female,0.18631
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Female,0.20801
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Female,0.23234
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Female,0.25958
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Female,0.29005
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Female,0.32403
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Female,0.3617
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Female,0.40315
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Female,0.44875
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Female,0.49979
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Female,0.55798
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Female,0.62455
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Female,0.70039
EURB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Female,2.60521
EURB,,Demographic Projection (DemProj),Births,Total Region; Male+Female,3346321
EURC,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 76; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 76; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Male,
EURC,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Female,
